,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Color:,Size:
2524,3,False,2017-07-01,AE6W48FPMKO4L,B010RRWKT4,PineTree,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!", Black, 6 M US
2525,5,True,2017-06-30,AKY3EYDEZVW6C,B010RRWKT4,AmazonAbuser,Perf., Black/White/Anthracite/Stealth, 8 M US
2526,5,True,2017-06-28,A1GQ2TRY8J631M,B010RRWKT4,K,Best shoes ever!!!, Ocean Fog/Blue Grey/Mango, 7.5 M US
2527,5,True,2017-06-26,A21M1G84SE8SOO,B010RRWKT4,Pat Chavez,Fit good, Grey, 8 M US
2528,5,True,2017-06-21,AU2OMN6TEN4GA,B010RRWKT4,Amazon Customer,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!, Hyper Jade/Mtlc Silver/Hyper Turq, 9 M US
2529,5,True,2017-06-20,A2PJ5F6BY1TZNK,B010RRWKT4,Jennifer,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!", Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
2530,5,True,2017-06-20,A3B23RZXRXYT9Q,B010RRWKT4,Babsly ,Love these sneakers. Light weight and comfortable even without socks., Black/White/Anthracite/Stealth, 8 M US
2531,4,True,2017-06-19,A3JTZ664IGZIOK,B010RRWKT4,Aprildiver,Nice product, Black/White/Anthracite/Stealth, 8 M US
2532,5,True,2017-06-19,A2JOUOASELY1XR,B010RRWKT4,R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase., Black/White/Anthracite/Stealth, 11 M US
2533,5,True,2017-06-19,ADTQ22MUSQFIR,B010RRWKT4,Amazon Customer,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!, Black/White/Anthracite/Stealth, 9 B(M) US
2534,3,True,2017-06-16,A1OM5S4Z9J2JQQ,B010RRWKT4,Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.", Black/White/Anthracite/Stealth, 9.5 B(M) US
2535,5,True,2017-06-15,AXJZFD1IUBAE7,B010RRWKT4,Joanna Lyn,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.", Black/White/Anthracite/Stealth, 7.5 B(M) US
2536,5,True,2017-06-15,A3UO0DDWXIJ8DW,B010RRWKT4,Dawn Houston,they are very comfortable feel like you have nothing on., Racer Blue/Obsidian/Blue Tint, 9 M US
2537,5,True,2017-06-14,A4GR8SDFRBSDV,B010RRWKT4,Amazon Customer,My favorite nike shoe, Black/Wolf Grey/White/Pink, 8 M US
2538,5,True,2017-06-13,A29ACU3O9IMICZ,B010RRWKT4,SWS,Super comfortable and extremely lightweight. Great for crossfit!, Ocean Fog/Blue Grey/Mango, 7.5 M US
2539,5,True,2017-06-08,A9C9408H23DRM,B010RRWKT4,Nena,Beautiful I love them comfy, Hyper Jade/Mtlc Silver/Hyper Turq, 7.5 M US
2540,1,True,2017-06-05,A3T9CL6JYWAP40,B010RRWKT4,Stacie,I've not even had them a month and the bottom is coming off. I'm not happy!, Cool Grey / Volt - Wolf Grey - Pure Platinum, 8.5 W US
2541,5,True,2017-06-02,A3W0GO31B8Y2KE,B010RRWKT4,Kristin Swearengen,Love them! Fit exactly as expected in length and width! I would definitely buy these again., Black/White/Anthracite/Stealth, 8.5 M US
2542,5,True,2017-05-30,A3GQXGVAIH5EU4,B010RRWKT4,Hailey Lapp,Great shoes, Black/White/Anthracite/Stealth, 7 M US
2543,5,True,2017-05-30,A14LVJDMDABMML,B010RRWKT4,Chris,"My second pair, love the fit, light weight and great support.", Wolf Grey/Platinum/White/Crimson, 10 M US
2544,4,True,2017-05-29,AJWKZNI5VHW86,B010RRWKT4,Carol-Anne Quinn,I have wide feet and these were too narrow but very nice looking., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
2545,3,True,2017-05-25,A3J4XAGMLTHFHZ,B010RRWKT4,Susan,Ugh... way to large - is this for a man?, Black/White/Anthracite/Stealth, 10 M US
2546,5,True,2017-05-22,A12FBA7DCFE5W7,B010RRWKT4,Julia,The shoe fit has expected. It is comfortable., Black/White/Anthracite/Stealth, 8.5 M US
2547,5,True,2017-05-22,A2ZE58RF22658T,B010RRWKT4,Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!", Black/White/Anthracite/Stealth, 9 B(M) US
2548,5,False,2017-05-19,AT7UEQ7UJB0RU,B010RRWKT4,J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.", Cool Grey / Volt - Wolf Grey - Pure Platinum, 7.5 W US
2549,5,False,2017-05-19,AT7UEQ7UJB0RU,B010RRWKT4,J.T.,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.", Cool Grey/Pure Platinum/White/Volt, 10 M US
2550,4,True,2017-05-18,A10WPKF2VH1JWY,B010RRWKT4,J. Mitchell,Wife happy with fit., Black/White/Anthracite/Stealth, 8 M US
2551,4,True,2017-05-15,A2ABEGA0S52R5E,B010RRWKT4,Katie Yockey,They run big. Order a full size smaller., Grey, 8 M US
2552,3,True,2017-05-10,ADD8OMIBXZ89G,B010RRWKT4,Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.", Black/White/Anthracite/Stealth, 9 B(M) US
2553,5,True,2017-05-07,A1P2JWDZ4SFW78,B010RRWKT4,ND,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.", White/Hyper Pink/Pure Platinum/Wolf Grey, 6.5 M US
2554,5,True,2017-05-06,AI4KO5XDRKDFR,B010RRWKT4,Ms. Trainer,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9.5 W US
2555,5,True,2017-05-05,A24DSR6Y3A08QM,B010RRWKT4,Luiza A.,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors., Cool Grey/Pure Platinum/White/Volt, 8.5 M US
2556,5,True,2017-05-03,A1E4Y7BABMEA03,B010RRWKT4,KV,Comfortable from the start and very light., Black/White/Anthracite/Stealth, 9.5 B(M) US
2557,5,True,2017-05-03,AJDX5KE665V0K,B010RRWKT4,Msmatt,As expected., Black/White/Anthracite/Stealth, 8.5 M US
2558,4,True,2017-05-02,A1SR58S4CXKU5G,B010RRWKT4,Leslie Marks,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.", White/Hyper Pink/Pure Platinum/Wolf Grey, 6.5 M US
2559,5,True,2017-05-01,A3D71DQPAAI6O4,B010RRWKT4,Deanna S. Beres,"I love these and have them in a light blue too. Very light weight, airy, and comfortable.", Pink Blast/Stealth/Hyper Pink/White, 6.5 B(M) US
2560,5,True,2017-04-28,AASAT3YLO3WTB,B010RRWKT4,Rerch,good quality, Black/Wolf Grey/White/Pink, 7.5 M US
2561,4,True,2017-04-27,A1RNS06YMZXM0K,B010RRWKT4,Amazon Customer,Very comfortable sneakers and I also like the way it fits., Cool Grey / Volt - Wolf Grey - Pure Platinum, 7.5 W US
2562,4,True,2017-04-27,A21SV1XYXF2GK,B010RRWKT4,Morgan Slimskey,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted", Cool Grey / Volt - Wolf Grey - Pure Platinum, 7 W US
2563,5,True,2017-04-26,A17DW041T4X7TJ,B010RRWKT4,Anne M. Guss,Comfortable and lightweight., Black/White/Anthracite/Stealth, 7.5 B(M) US
2564,5,True,2017-04-25,A14TS9PCRLLWEG,B010RRWKT4,Lynda J. Ottey,"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.", Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
2565,4,True,2017-04-24,A2ZMHBMNYFXOX7,B010RRWKT4,Juliana,"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !", Black/White/Anthracite/Stealth, 8 M US
2566,5,True,2017-04-24,A1K0VEMIB5QF7I,B010RRWKT4,Amazon Customer,Extremely well fitting and light weight, Grey, 7 M US
2567,5,True,2017-04-20,A135KOM855ZA5,B010RRWKT4,Amazon Customer,Perfect, Black/White/Anthracite/Stealth, 8.5 M US
2568,5,True,2017-04-19,A2IAB9QOQH3IA6,B010RRWKT4,Amazon Customer,Love them, Black/White/Anthracite/Stealth, 9 B(M) US
2569,5,False,2017-04-18,A3S1CGGMXE41RR,B010RRWKT4,AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!", Black/White/Anthracite/Stealth, 8 M US
2570,5,True,2017-04-17,A3B4FM5VE99X4P,B010RRWKT4,Candace,Fast shipping and turned out as expected. Couldn't be happier., Black/White/Anthracite/Stealth, 8.5 M US
2571,5,True,2017-04-15,AKJVCU7H1KDWI,B010RRWKT4,madison,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight., black, 6 M US
2572,5,True,2017-04-14,AFD4WKNPLPS3I,B010RRWKT4,Amazon Customer,Love these shoes for circuit training., Black/White/Anthracite/Stealth, 7.5 B(M) US
2573,4,True,2017-04-11,A36GUL3Z65YSIP,B010RRWKT4,J. washington,Super comfortable. I joined Cross Fit and this is the perfect shoe., Black/White/Anthracite/Stealth, 11 M US
2574,5,True,2017-04-11,AT72GRKOXVE25,B010RRWKT4,Cristian Sosa,just do it :), Cool Grey / Volt - Wolf Grey - Pure Platinum, 10 W US
2575,5,True,2017-04-10,A2AEJ9NTLWD61V,B010RRWKT4,Karen Mary Rowe,"Love these, comfortable, light weight, great fit.", Cool Grey/Volt/Pure Platinum, 7.5 M US
2576,5,True,2017-04-10,AWEIW3G1E0MKO,B010RRWKT4,Janie M,I love this show., Cool Grey/Pure Platinum/White/Volt, 9.5 M US
2577,4,True,2017-04-10,A2IFCGU2IQ6KAV,B010RRWKT4,JCSurf,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.", Cool Grey/Volt/Pure Platinum, 11 M US
2578,5,True,2017-04-08,A2AGT9INDKDK6B,B010RRWKT4,Amazon Customer,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them., Black/White/Anthracite/Stealth, 8.5 M US
2579,4,True,2017-04-05,A2Q6OH5LUQXPFV,B010RRWKT4,Amazon Customer,Very comfortable., Black/White/Anthracite/Stealth, 10 M US
2580,5,True,2017-04-05,ADLAYE3PNYFJM,B010RRWKT4,Rosi B.,Very nice shoes.  Comfortable., Black/White/Anthracite/Stealth, 9 B(M) US
2581,5,True,2017-04-04,AZ7LUSY20ZFSC,B010RRWKT4,Maria Morales,Very comfortable. I love wearing them., White/Hyper Pink/Pure Platinum/Wolf Grey, 10 M US
2582,5,True,2017-04-02,A1L7TD1CZQDK6R,B010RRWKT4,corinnehoffman,Great fit so comfortable love them!!!!!, Wolf Grey/Platinum/White/Crimson, 9.5 M US
2583,4,True,2017-03-30,A3T1O294HJJTUH,B010RRWKT4,SmartMonkey,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them., Black/White/Anthracite/Stealth, 9.5 B(M) US
2584,5,True,2017-03-29,A3EOYFVP68048C,B010RRWKT4,Judy,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well., Cool Grey/Volt/Pure Platinum, 7.5 M US
2585,2,True,2017-03-26,A2JX7ESVMGXMJY,B010RRWKT4,Marlex,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8., Black/Wolf Grey/White/Pink, 10 M US
2586,1,True,2017-03-25,A2K5ZBX75J80TX,B010RRWKT4,Marjorie A. Dunbar,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
2587,5,True,2017-03-24,AY9TXNLYCD9L5,B010RRWKT4,Amazon Customer,Nice shoes, Black/White/Anthracite/Stealth, 7.5 B(M) US
2588,5,True,2017-03-24,A9MOCNHJD03PI,B010RRWKT4,Anna Smith,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!", Black/White/Anthracite/Stealth, 9 B(M) US
2589,5,True,2017-03-23,AEUUYBIO73RLA,B010RRWKT4,L. Jones,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.", Cool Grey/Rage Green/Hyper Turquoise, 8.5 B(M) US
2590,5,True,2017-03-21,A3A2DRPMDCRFBC,B010RRWKT4,Michael Carpenter,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light., Racer Blue/Obsidian/Blue Tint, 9 M US
2591,4,True,2017-03-20,A140XVPLRQYKYY,B010RRWKT4,Deambrea,Serves intended purpose, Wolf Grey/Platinum/White/Crimson, 10 M US
2592,5,True,2017-03-18,A2KMWD77XBGZ8K,B010RRWKT4,Bonnie White,They are super comfortable. Loving them., Black/White/Anthracite/Stealth, 8 M US
2593,5,True,2017-03-18,A25SOIZ0IZE1YY,B010RRWKT4,vp22,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe., Racer Blue/Obsidian/Blue Tint, 8 M US
2594,3,True,2017-03-17,A1ZR8LQHUOUFJP,B010RRWKT4,Kindle Customer,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.", Wolf Grey/Platinum/White/Crimson, 10 M US
2595,4,True,2017-03-15,A2AAABWQUYH26V,B010RRWKT4,Beth C,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.", Grey, 8 M US
2596,3,True,2017-03-15,A3LBTMJ453T4W6,B010RRWKT4,MSM,"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements", Cool Grey/Volt/Pure Platinum, 7.5 M US
2597,5,True,2017-03-15,A2NBGWZH3VC2EW,B010RRWKT4,Kathy,Love these! Super light and comfortable!, Grey, 8 M US
2598,5,True,2017-03-14,A3B5TYITM5FKRO,B010RRWKT4,Jonika R.,Loved the products and services!!, White/Hyper Pink/Pure Platinum/Wolf Grey, 9.5 M US
2599,5,True,2017-03-13,A2O3GSYI4B5Z9H,B010RRWKT4,Letitia C,It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?, Grey, 9 M US
2600,5,True,2017-03-12,AG1CF6PFNBOQH,B010RRWKT4,anat,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)", Black/White/Anthracite/Stealth, 7.5 B(M) US
2601,5,True,2017-03-08,A1LLDHUO4OLXYI,B010RRWKT4,mommyof2,Super comfy!!, Black/White/Anthracite/Stealth, 10 M US
2602,4,True,2017-03-08,A37K0VP2H8FKOU,B010RRWKT4,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.", White/Hyper Pink/Pure Platinum/Wolf Grey, 9.5 M US
2603,4,True,2017-03-08,A37K0VP2H8FKOU,B010RRWKT4,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.", Wolf Grey/Platinum/White/Crimson, 9.5 M US
2604,5,True,2017-03-06,AZYHPRWLMSY9O,B010RRWKT4,Dj Tab,Look great, Black/White/Anthracite/Stealth, 8.5 M US
2605,5,False,2017-02-26,A1GZ9Z5M3Q4FDK,B010RRWKT4,schholly,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.", black, 6 M US
2606,4,True,2017-02-24,A3F5015D4BBJM9,B010RRWKT4,Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style., Black/White/Anthracite/Stealth, 7 M US
2607,5,True,2017-02-24,ABKS5CX4GI72B,B010RRWKT4,Blue,I love them!, Black/White/Anthracite/Stealth, 7 M US
2608,4,True,2017-02-21,A2A1WECA7Y5UPN,B010RRWKT4,Derek,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order., Black/Hyper Violet/Total Crimson/White, 8 M US
2609,5,True,2017-02-21,A3PRZ9ESGB2KPU,B010RRWKT4,kwa,love these shoes. use them to workout inside and to work, Black/White/Anthracite/Stealth, 9 B(M) US
2610,3,True,2017-02-16,A3JGWZXFBDENRB,B010RRWKT4,Amazon Customer,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.", Grey, 7 M US
2611,5,True,2017-02-15,A6BHQ6FNIRI1K,B010RRWKT4,Donna Omar,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.", White/Hyper Pink/Pure Platinum/Wolf Grey, 7.5 M US
2612,5,True,2017-02-13,A1EE1EP2G0HKQ,B010RRWKT4,Deborah Bodiford,They fit perfectly. These shoes are great for walking - so very comfortable. Love them., Black/White/Anthracite/Stealth, 9.5 B(M) US
2613,5,True,2017-02-12,A2DDYH2QTGQ6FZ,B010RRWKT4,gmathil,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size., Black/White/Anthracite/Stealth, 8 M US
2614,5,True,2017-02-11,A2T47RI1J0I7JM,B010RRWKT4,Brooke R,Light weight and comfortable, Black/White/Anthracite/Stealth, 6.5 B(M) US
2615,4,True,2017-02-08,ABWHIDHK8JSRD,B010RRWKT4,ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.", White/Hyper Pink/Pure Platinum/Wolf Grey, 8 M US
2616,4,True,2017-02-06,ADUWEIS0CHJV8,B010RRWKT4,Julie W.,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.", Bright Mango/Crimson/White/Blue, 8 B(M) US
2617,2,True,2017-02-02,A2JD3RN8JCO62Z,B010RRWKT4,Amazon Customer,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them., Wolf Grey/Platinum/White/Crimson, 9.5 M US
2618,5,True,2017-02-01,A3BN0MRGRDKM0J,B010RRWKT4,j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes., Black/White/Anthracite/Stealth, 6.5 B(M) US
2619,3,True,2017-01-31,AODFGQL9CC7G7,B010RRWKT4,ZS87,Squeaky, Racer Blue/Obsidian/Blue Tint, 7.5 M US
2620,5,True,2017-01-25,A13P82MG3XFWV1,B010RRWKT4,Amazon Customer,"If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.", Grey, 7 M US
2621,5,True,2017-01-22,A8I41EKH4UI1Y,B010RRWKT4,SLM,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!, White/Hyper Pink/Pure Platinum/Wolf Grey, 9.5 M US
2622,5,True,2017-01-20,ADJRDVMENHF0J,B010RRWKT4,Skiman,"Good quality, perfect fit.  It's a Nike!", Grey, 9 M US
2623,5,True,2017-01-18,A3QKKFB26AZSMG,B010RRWKT4,Susana Ibarra,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.", Cool Grey/Pure Platinum/White/Volt, 8.5 M US
2624,2,True,2017-01-18,A1IE5BGNY2JTF4,B010RRWKT4,Debra A.,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.", Black/White/Anthracite/Stealth, 8.5 M US
2625,5,True,2017-01-18,A1F6LKEC43RSZM,B010RRWKT4,Tara S.,"Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.", Black/Wolf Grey/White/Pink, 7 M US
2626,5,True,2017-01-18,A3BZKR332FQEP8,B010RRWKT4,Amazon Customer,Love them!!, Black, 7.5 M US
2627,4,True,2017-01-18,ARY4E7Y947T9P,B010RRWKT4,Kindle Customer,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!", Black/White/Anthracite/Stealth, 8 M US
2628,1,True,2017-01-15,A8DR2Z71DERN0,B010RRWKT4,Dawn Rosa,After less than a week the sole ripped off on the outside of the shoe, Cool Grey/Volt/Pure Platinum, 7.5 M US
2629,4,True,2017-01-13,A3RP2S6J4VUA7D,B010RRWKT4,Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on., Black/Red Bronze/White, 9.5 M US
2630,5,True,2017-01-12,A34NDY5V71MVJ6,B010RRWKT4,Bpiq,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!", Black/Green Glow-blue Glow-white, 8.5 M US
2631,5,True,2017-01-12,A2AXI9WHORKU6X,B010RRWKT4,J. Spatsie,Cute and comfortable, Black/White/Anthracite/Stealth, 8 M US
2632,5,True,2017-01-10,AOYR5V85UYA8O,B010RRWKT4,Amazon Customer,Very comfortable., Cool Grey/Rage Green/Hyper Turquoise, 7.5 M US
2633,5,True,2017-01-07,A38Z4KJHHVY0AU,B010RRWKT4,Amazon Customer,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.", Black/Red Bronze/White, 7.5 B(M) US
2634,5,True,2017-01-07,A1WK3VVSUB1FY7,B010RRWKT4,STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.", Black/Red Bronze/White, 6.5 B(M) US
2635,4,True,2017-01-06,A3KWGJH9EBRLE8,B010RRWKT4,Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable., Black/Red Bronze/White, 7 M US
2636,1,True,2017-01-04,A199ICSPL9EXJ5,B010RRWKT4,Meal Prep Chick,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!", Black/Wolf Grey/White/Pink, 9.5 B(M) US
2637,5,True,2017-01-04,A11D8CLU9H24YK,B010RRWKT4,Wendy L. Brady,"wow these are the most comfortable, light weight shoes. I love them!!", Black, 7.5 M US
2638,5,True,2017-01-01,A3A90ECS7ALV4T,B010RRWKT4,marysaw,love the lightweight and the fit, Black/Red Bronze/White, 7 M US
2639,5,True,2017-01-01,A1LLX8PMQSAUHT,B010RRWKT4,teco,"fits perfect, my daughter loves them", Black/White/Anthracite/Stealth, 9.5 B(M) US
2640,5,True,2016-12-31,A62VUJ6MUZU6M,B010RRWKT4,sultari,"Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.", Black/White/Anthracite/Stealth, 8 M US
2641,5,True,2016-12-29,A37RTXMIC21YOH,B010RRWKT4,R Hyden,Came quick and my daughter LOVES them, Black/White/Anthracite/Stealth, 8 M US
2642,5,True,2016-12-29,A2JMHGCCBZPYP4,B010RRWKT4,Amazon Customer,Great Gift - she loved it!  It's a nice shoe!, Black/Red Bronze/White, 9 M US
2643,5,True,2016-12-28,A29KOO6WMPLGOQ,B010RRWKT4,Amazon Customer,Perfect!, Black/White/Anthracite/Stealth, 8 M US
2644,5,True,2016-12-28,A3LWEZO2OWFJX5,B010RRWKT4,B.G. - Iliinois,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.", Black/Wolf Grey/White/Pink, 8.5 M US
2645,5,True,2016-12-27,A1IR4GED6BXNSR,B010RRWKT4,M. Ridgell,Great product and fast shipping!, Black/White/Anthracite/Stealth, 9.5 B(M) US
2646,2,True,2016-12-25,A9MNC403IAKFS,B010RRWKT4,caridad Hidalgo,"Tried one in the store and bought it online but it was a different  kind of shoe . Too big , different fit !", Cool Grey/Pure Platinum/White/Volt, 10 M US
2647,5,True,2016-12-23,ASEXDKPTYY14D,B010RRWKT4,Tomoe,"I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.", Cool Grey/Rage Green/Hyper Turquoise, 10 M US
2648,5,True,2016-12-22,AEHOCC2S72M38,B010RRWKT4,Amazon Customer,This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!, Cool Grey/Volt/Pure Platinum, 12 M US
2649,2,True,2016-12-16,A1R7S4XNZLSLBH,B010RRWKT4,Wollstonecraft,I returned these as they were not true to size. They ran large., Grey, 8 M US
2650,1,True,2016-12-15,A3PTZ7IHGU9BA8,B010RRWKT4,Amazon Customer,wrong shoes, Black/Red Bronze/White, 7 M US
2651,5,True,2016-12-12,AZ7P3NH09B66S,B010RRWKT4,Cotton,There very nice, Cool Grey / Volt - Wolf Grey - Pure Platinum, 8.5 W US
2652,5,True,2016-12-12,A37OEAOYVLKYC,B010RRWKT4,Lisa (Hartford CT),"I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.", Black/White/Anthracite/Stealth, 7.5 B(M) US
